sample_id,name,city,category,baseline_query,baseline_url,baseline_description,baseline_relevant,baseline_judge_raw,baseline_zero_recall,baseline_hallucination,heuristic_query,heuristic_url,heuristic_description,heuristic_relevant,heuristic_judge_raw,heuristic_zero_recall,heuristic_hallucination
setA-011,广州塔,广州,城市风光,广州塔,https://images.unsplash.com/photo-1530021382214-1fc6e31513d5?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTUlQjklQkYlRTUlQjclOUUlRTUlQTElOTR8ZW58MXwwfHx8MTc3Mzg4MzQzMXww&ixlib=rb-4.1.0&q=80&w=1080,Guangzhou Tower,True,1,False,False,广州塔 景点,https://images.unsplash.com/photo-1679235861548-cca4902f44b7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTUlQjklQkYlRTUlQjclOUUlRTUlQTElOTQlMjAlRTYlOTklQUYlRTclODIlQjl8ZW58MXwwfHx8MTc3MzkyNDcwOXww&ixlib=rb-4.1.0&q=80&w=1080,孤塔照夕阳,False,0,False,True
setA-012,陈家祠,广州,历史文化,陈家祠,,,False,,True,False,陈家祠 Guangzhou,,,False,,True,False
setA-013,白云山,广州,自然风光,白云山,https://images.unsplash.com/photo-1620912599261-656d119ca46f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTclOTklQkQlRTQlQkElOTElRTUlQjElQjF8ZW58MXwwfHx8MTc3MzkwNjc4N3ww&ixlib=rb-4.1.0&q=80&w=1080,北京景山公园,False,0,False,True,白云山,https://images.unsplash.com/photo-1620912599261-656d119ca46f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTclOTklQkQlRTQlQkElOTElRTUlQjElQjF8ZW58MXwwfHx8MTc3MzkwODk3N3ww&ixlib=rb-4.1.0&q=80&w=1080,北京景山公园,False,0,False,True
setA-014,珠江夜游,广州,城市风光,珠江夜游,https://images.unsplash.com/photo-1560951803-8d0d8c876bff?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTclOEYlQTAlRTYlQjElOUYlRTUlQTQlOUMlRTYlQjglQjh8ZW58MXwwfHx8MTc3Mzg4MzQ0N3ww&ixlib=rb-4.1.0&q=80&w=1080,body of water near buildings,False,0,False,True,珠江夜游 Guangzhou,,,False,,True,False
setA-015,永庆坊,广州,历史文化,永庆坊,,,False,,True,False,,,,False,,True,False
setA-016,世界之窗,深圳,休闲,世界之窗,https://images.unsplash.com/photo-1707813130463-31d492f072ea?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTQlQjglOTYlRTclOTUlOEMlRTQlQjklOEIlRTclQUElOTd8ZW58MXwwfHx8MTc3Mzg4MzQ1M3ww&ixlib=rb-4.1.0&q=80&w=1080,a very large and colorful object with many lights,False,0,False,True,世界之窗 深圳,,,False,,True,False
setA-017,深圳湾公园,深圳,自然风光,深圳湾公园,https://images.unsplash.com/photo-1651932509246-3a1296cae2f0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTYlQjclQjElRTUlOUMlQjMlRTYlQjklQkUlRTUlODUlQUMlRTUlOUIlQUR8ZW58MXwwfHx8MTc3Mzg4MzQ2MHww&ixlib=rb-4.1.0&q=80&w=1080,Birds  in 深圳湾公园,False,0,False,True,深圳湾公园 深圳,https://images.unsplash.com/photo-1651932509246-3a1296cae2f0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTYlQjclQjElRTUlOUMlQjMlRTYlQjklQkUlRTUlODUlQUMlRTUlOUIlQUQlMjAlRTYlQjclQjElRTUlOUMlQjN8ZW58MXwwfHx8MTc3MzkwNjgxNHww&ixlib=rb-4.1.0&q=80&w=1080,Birds  in 深圳湾公园,False,0,False,True
setA-018,南头古城,深圳,历史文化,南头古城,,,False,,True,False,南头古城 Shenzhen,,,False,,True,False
setA-019,宽窄巷子,成都,历史文化,宽窄巷子,,,False,,True,False,宽窄巷子 Chengdu,https://images.unsplash.com/photo-1621575898452-52e0b64970f2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTUlQUUlQkQlRTclQUElODQlRTUlQjclQjclRTUlQUQlOTAlMjBDaGVuZ2R1fGVufDF8MHx8fDE3NzM5MDkwNTB8MA&ixlib=rb-4.1.0&q=80&w=1080,,True,1,False,False
setA-020,成都大熊猫繁育研究基地,成都,自然风光,成都大熊猫繁育研究基地,,,False,,True,False,成都大熊猫繁育研究基地 Chengdu China,https://images.unsplash.com/photo-1540126034813-121bf29033d2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwyfHwlRTYlODglOTAlRTklODMlQkQlRTUlQTQlQTclRTclODYlOEElRTclOEMlQUIlRTclQjklODElRTglODIlQjIlRTclQTAlOTQlRTclQTklQjYlRTUlOUYlQkElRTUlOUMlQjAlMjBDaGVuZ2R1JTIwQ2hpbmF8ZW58MXwwfHx8MTc3Mzg0NjQ0NXww&ixlib=rb-4.1.0&q=80&w=1080,"two new born panda babys at the panda breeding station in Chengdu, China. Aren’t they cute?",True,1,False,False
setA-021,兵马俑,西安,历史文化,兵马俑,,,False,,True,False,兵马俑 Xi'an China,https://images.unsplash.com/photo-1747662737912-9b6af1a91544?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHw2fHwlRTUlODUlQjUlRTklQTklQUMlRTQlQkYlOTElMjBYaSUyN2FuJTIwQ2hpbmF8ZW58MXwwfHx8MTc3Mzg0NjQzN3ww&ixlib=rb-4.1.0&q=80&w=1080,Terracotta army soldiers standing in formation.,True,1,False,False
setA-022,大雁塔,西安,历史文化,大雁塔,https://images.unsplash.com/photo-1702301899062-da76ff10d2c7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTUlQTQlQTclRTklOUIlODElRTUlQTElOTR8ZW58MXwwfHx8MTc3MzkwNjgzNXww&ixlib=rb-4.1.0&q=80&w=1080,大雁塔🇨🇳,True,1,False,False,大雁塔 西安,https://images.unsplash.com/photo-1702301899062-da76ff10d2c7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTUlQTQlQTclRTklOUIlODElRTUlQTElOTQlMjAlRTglQTUlQkYlRTUlQUUlODl8ZW58MXwwfHx8MTc3MzkwNjgzNnww&ixlib=rb-4.1.0&q=80&w=1080,大雁塔🇨🇳,True,1,False,False
setA-023,西湖,杭州,自然风光,西湖,https://images.unsplash.com/photo-1711700320048-76fb7bed9232?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTglQTUlQkYlRTYlQjklOTZ8ZW58MXwwfHx8MTc3MzkwNjg0NHww&ixlib=rb-4.1.0&q=80&w=1080,West Lake,True,1,False,False,西湖 杭州,https://images.unsplash.com/photo-1753365319492-e19dd5b0a66d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHw1fHwlRTglQTUlQkYlRTYlQjklOTYlMjAlRTYlOUQlQUQlRTUlQjclOUV8ZW58MXwwfHx8MTc3MzkwNjg0NXww&ixlib=rb-4.1.0&q=80&w=1080,Man poses by a lake in a park.,False,0,False,True
setA-024,黄鹤楼,武汉,历史文化,黄鹤楼,https://images.unsplash.com/photo-1662800063658-ca168aa2633c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTklQkIlODQlRTklQjklQTQlRTYlQTUlQkN8ZW58MXwwfHx8MTc3MzkwNjg1MHww&ixlib=rb-4.1.0&q=80&w=1080,a large building with a dome on top,True,1,False,False,黄鹤楼,,,False,,True,False
setA-025,夫子庙,南京,历史文化,夫子庙,,,False,,True,False,夫子庙 Nanjing,https://images.unsplash.com/photo-1585002508158-aba1a0eaa8ba?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NTgxMzd8MHwxfHNlYXJjaHwxfHwlRTUlQTQlQUIlRTUlQUQlOTAlRTUlQkElOTklMjBOYW5qaW5nfGVufDF8MHx8fDE3NzM5MTMxNTF8MA&ixlib=rb-4.1.0&q=80&w=1080,A hidden temple in Nanjing on the mountain.,False,0,False,True
